"TIME","GEO","UNIT","S_ADJ","INDIC","Value","Flag and Footnotes"
"2021M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","7.2",""
"2021M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","7.5",""
"2021M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","7.2",""
"2021M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","7.8",""
"2021M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","18.2",""
"2021M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","17.7",""
"2021M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","18.8",""
"2021M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","6.5",""
"2021M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","6.2",""
"2021M02","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","6.9",""
"2021M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","7.6",""
"2021M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","7.3",""
"2021M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","8.1",""
"2021M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","18.5",""
"2021M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","17.9",""
"2021M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","19.2",""
"2021M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","6.7",""
"2021M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","6.3",""
"2021M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","7.1",""
"2021M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","7.4",""
"2021M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","7.1",""
"2021M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","7.8",""
"2021M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","18.2",""
"2021M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","17.7",""
"2021M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","18.8",""
"2021M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","6.5",""
"2021M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","6.1",""
"2021M03","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","6.9",""
"2021M04","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","7.5",""
"2021M04","European Union - 27 countries (from 2020)","Percentage of population in the labour force","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","7.2",""
